10,3436772,1
10,3718261,1
10,4162884,2
10,4453606,-1
10,4453799,1
10,4596422,0
10,4736350,1
10,5125958,-1
10,5444720,-1
10,5448476,1
10,6597768,-2
10,7436462,0
10,9589976,0
10,9762082,2
10,10246229,0
10,10247851,0
10,10621345,0
10,10621550,1
10,10812802,-1
10,10823286,1
10,10999335,-1
10,11351111,1
10,11763764,-1
10,12793960,0
10,13151444,1
10,13151445,1
10,14727005,-1
10,15228871,0
10,16188383,1
10,16188517,1
10,18741570,1
10,19385694,1
10,19548364,-1
10,19590497,2
10,20314345,-1
10,20363877,-1
10,21734731,1
10,22452394,-1
10,23187694,1
10,23424711,1
10,24646249,1
10,24728914,1
10,27560570,-1
10,27560785,-1
10,29655188,0
10,30203856,3
10,30370455,-2
10,31207520,-1
10,37425730,1
10,37425822,1
10,37426016,-1
10,37427806,1
10,39139636,-2
10,39140058,1
10,39635231,-1
10,41280752,-1
10,41281524,-1
10,45142300,0
10,47753817,1
10,47753989,1
10,47754031,1
10,47754166,1
10,47916920,-1
10,50311251,-1
10,51696712,-1
10,54200593,0
10,54201768,1
10,59021760,-1
10,59024902,-3
10,59024948,-3
10,59274439,0
10,59514492,0
10,60752610,-1
10,60806139,-1
10,60807446,1
10,61393485,1
10,63744355,1
10,66557109,1
10,69604983,-1
10,71714264,1
10,71754341,1
10,71790319,0
10,72615102,1
10,73291011,0
10,73705143,1
10,74177580,0
10,74177581,-1
10,74319021,1
10,75022021,-1
10,77171316,1
10,77484760,-1
10,78109707,1
10,78560925,-1
10,78564144,0
10,79045403,-1
10,79045408,-1
10,79455641,1
10,79760963,-1
10,79834396,-1
10,80933734,6
10,81444223,-1
10,82461426,0
10,83153944,-1
10,83879858,-1
10,84448141,1
10,84633027,2
10,84633617,2
10,84771222,1
10,85206725,0
10,85206751,0
10,85317210,0
10,85317212,0
10,85752671,-1
10,85753654,0
10,85753923,0
10,85755352,1
10,86574534,1
10,88684922,1
10,88689534,1
10,88689613,1
10,89258768,-1
10,90298145,0
10,90349217,-1
10,91970928,1
10,92923212,1
10,92923811,1
10,92925180,1
10,92928082,1
10,93236822,-1
10,93446998,-1
10,93782183,0
10,93783045,0
10,93845537,0
10,94113685,4
10,94698766,2
10,94740607,-1
10,94947641,1
10,95241739,1
10,97214178,1
10,97897342,-1
10,100489902,1
10,101298026,-1
10,101412249,-1
10,103451578,-1
10,104380001,-2
10,104380091,-2
10,104497288,1
10,105697888,1
10,106896073,0
10,106915435,0
10,106916288,0
10,107007355,1
10,107007476,1
10,107775701,0
10,108320272,1
10,109329543,0
10,110833067,0
10,111336408,0
10,112703750,-1
10,112704065,0
10,112704545,-2
10,112854733,1
10,113225404,-1
10,113377598,-3
10,113771248,1
10,115611124,1
10,115641664,-1
10,116046630,0
10,116254106,0
10,116689273,-1
10,116689890,-1
10,117243331,1
10,117639630,-1
10,117813566,-1
10,118058324,1
10,118529560,-2
10,118530213,-2
10,118530218,-2
10,118530317,0
10,118530325,0
10,120686751,1
10,120852524,-1
10,121229736,1
10,122412594,-1
10,122412868,1
10,123135421,1
10,123212529,1
10,123365089,0
10,123463993,-2
10,123716759,-1
10,123877325,-1
10,125156967,1
10,125457376,0
10,125652596,0
10,125850495,0
10,125850728,0
10,125850972,1
10,125854997,2
10,125860388,2
10,125860400,2
10,127381452,0
10,128005040,1
10,128323656,0
10,128323749,-5
10,128585882,-1
10,128739088,0
10,128993734,0
10,128996027,1
10,129000077,1
10,129000211,0
10,129039564,0
10,130027702,0
10,130258967,-2
10,130262036,-1
10,130285468,-1
10,130285861,0
10,130308580,0
10,130421821,-1
10,130424715,-1
10,130649163,3
10,130649690,2
10,130649781,-2
10,131357175,0
10,132030114,2
10,132527224,1
10,132977411,0
10,133081384,1
10,133269577,-1
10,133280757,-1
10,133289306,-1
10,133842494,0
10,134009232,-2
10,134107643,-1
10,134319095,-1
10,136495289,1
10,136864156,0
10,136971091,-2
10,137294862,1
10,137295054,0
10,137508693,1
10,137571029,0
10,138458562,-1
10,139359363,1
10,139359365,0
10,139403999,-1
10,139404078,-1
10,139419017,2
10,139693593,-1
10,139920575,5
10,139921515,3
10,140083042,-1
10,140153164,-1
10,140277105,0
10,140287211,-2
10,140386788,3
10,140386793,3
10,140389120,4
10,140420518,1
10,140445049,1
10,140490503,1
10,140493318,1
10,140504376,2
10,140778007,-3
10,140791248,1
10,140793233,-3
10,140793368,-3
10,140793993,3
10,140796289,3
10,140801033,3
10,140801527,-6
10,140804770,-6
10,140934882,-3
10,140934883,3
10,140935112,1
10,140996090,1
10,141002951,1
10,141045692,-1
10,141258477,-1
10,141259946,-1
10,141372543,-1
10,141374519,-1
10,141375486,-1
10,141494325,-1
10,141494716,-1
10,141497005,-3
10,141608841,-3
10,141614802,1
10,141614803,1
10,141707631,-2
10,141708380,2
10,141715616,-2
10,141758750,1
10,141759056,-1
10,141784252,-2
10,141786650,-4
10,141790343,0
10,141834997,1
10,141836685,1
10,141861761,-2
10,141862912,-2
10,141863485,-2
10,141865071,-2
10,141865081,-2
10,141865229,-2
10,141865317,-2
10,141891719,0
10,141892934,0
10,141896022,2
10,141896073,-2
10,141896352,0
10,141899346,-1
10,141900042,-1
10,141902967,-2
10,141904894,-2
10,141905550,-2
10,141905995,-2
10,141909363,2
10,141933491,1
10,141933492,-1
10,141983544,1
10,142020719,2
10,142022440,1
10,142022865,1
10,142026029,-1
10,142026259,-6
10,142026647,-4
10,142026897,-6
10,142223640,-3
10,142223866,-3
10,142223867,-3
10,142347825,-2
10,142350920,-2
10,142353236,2
10,142355339,2
10,142355616,-1
10,142392856,-1
10,142392970,-5
10,142395285,5
10,142495654,0
10,142495854,0
10,142496539,2
10,142499841,-1
10,142499969,-1
10,142500474,-1
10,142505882,-1
10,142505884,-1
10,142506512,-1
10,142601861,-1
10,142810285,-1
10,142810489,-1
10,142813782,-1
10,142879899,1
10,142881902,2
10,143137951,1
10,143167032,-5
10,143174157,1
10,143179811,-1
10,143279347,-1
10,143573564,1
10,143573572,1
10,143623309,0
10,143625108,6
10,143651044,1
